binary,given_name,surname,date_of_birth,phone_number,email,address,city,state,zipcode,duplicate_2,multicollinearity 3,multicollinearity 1,duplicate_1,random label num 13,random choice 7,random choice 2,correlated w target 1,target,outliers 2,outliers 1,correlated w target 2,pd qcut3,pd qcut1,uniform corr 1,multicollinearity 4,multicollinearity 2,uniform corr 2,corr_feature_class,class,scaling_combined,random choice 4_North,random choice 4_South,random choice 4_West,random label num 4_label num lo 2,random label num 4_label num lo 3,random label num 4_label num lo 4,semi_constant_2_q_const_0_1,semi_constant_2_q_const_0_2,pd qcut2_Q2,pd qcut2_Q3,pd qcut2_Q4,semi_constant_1_q_const_0_1,semi_constant_1_q_const_0_2
0,0.007,0.002,0.502,0.001,0.001,0.001,0.001,0.332,0.001,0.6640066001907508,1.6681073050708202,0.14024099353939115,0.5210909070320509,0.179,0.253,0,2.739595298876414,1.4902846231827178,5.012026427357874,-5.217628580497123,0.6601580593750068,0.606,0,0.7619182711844072,1.6361669825495284,0.048124643563763544,0.39376374831492156,6.938541889127384,1.0,58217.87811506955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,0.002,0.015,0.001,0.001,0.001,0.301,0.001,0.014,0.001,1.0453063757400651,-2.8717892917048373,0.9719916659764444,1.298410809303382,0.07,0.116,1,-7.985999343676196,2.077177886048961,-2.9685069356555225,-1.6884101966849256,2.034800072962984,0.095,1,0.0001838701683668968,-2.5794084704128464,1.5897517432578359,0.2118589958035922,-7.287861726259381,1.0,49984.42227521814,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0.01,0.001,0.502,0.001,0.001,0.001,0.001,0.332,0.396,-0.21730425574735168,-0.287159315382819,1.0408758206209185,-0.6860766332166293,0.069,0.14,1,-1.9704649170871182,-0.04039569818845051,-2.9685069356555225,0.8213714201416402,-1.6702591730956857,0.1,0,0.0001838701683668968,-2.5794084704128464,0.9201560635715261,0.8025134929650082,-0.4111216160981632,0.0,61007.79501170731,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,0.001,0.002,0.502,0.001,0.001,0.301,0.136,0.332,0.396,2.7119608896597107,-0.44796656182339223,-1.9953585158535367,2.9251395877620867,0.072,0.253,0,3.6631992276853347,5.165736554096395,1.6415796390623965,-1.799810770851301,2.2613335523952003,0.606,1,0.936640588510155,-2.5794084704128464,-2.0645080529260946,0.8134464374441939,3.229284557333987,1.0,61850.09746307956,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,0.001,0.001,0.502,0.001,0.001,0.301,0.136,0.332,0.396,1.646367141258015,-0.6975162060008615,-0.4648658076905483,1.882030027039841,0.063,0.125,0,-7.985999343676196,3.1919319238247565,-2.9685069356555225,-1.46199373245146,-7.844176260912319,0.606,1,0.9826263963712372,-2.5794084704128464,-1.4511039470360743,0.001013470094522095,8.481751562494946,1.0,48525.904178237724,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,0.001,0.002,0.001,0.001,0.001,0.301,0.136,0.332,0.396,1.0474848470309324,0.4928224033254432,-0.685862428003903,1.0198391116840506,0.072,0.253,0,-7.985999343676196,2.16415341226954,-1.3257446106042412,0.5013834392345435,0.04573411178747211,0.095,1,0.0001838701683668968,0.35603766028583533,-1.2330004065239992,0.8373687104316082,-7.287861726259381,1.0,65319.71608655321,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.001,0.001,0.502,0.001,0.001,0.001,0.001,0.008,0.001,-0.8983006964065531,-2.8717892917048373,-1.6624252512118534,-0.3714869425311782,0.07,0.128,0,0.9757211847332259,-1.5917313144198164,2.9216037608881007,-0.5350377592353507,-2.873999607792143,0.102,0,0.0001838701683668968,-0.8788215059216666,-3.256640682350184,0.001013470094522095,0.010492918209162427,0.0,53580.358664645086,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.008,0.396,1.5115778404585067,0.4169286417529897,-1.1656259452745812,-2.409975872086312,0.179,0.253,0,-7.985999343676196,4.171443967670781,2.7792327456649084,-0.6170426091041192,4.760067777741874,0.606,1,0.0001838701683668968,0.03591810617812831,0.24261213936665738,0.001013470094522095,3.185235322899083,1.0,51043.14154439178,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.002,0.003,0.502,0.001,0.001,0.001,0.001,0.014,0.396,0.4724066441252236,-0.6912405367579977,-1.2062053331936515,0.5508509886724762,0.179,0.125,0,2.8304109065432073,1.0711718257205494,-2.9685069356555225,-5.217628580497123,-0.9577020857834566,0.095,1,0.0001838701683668968,-0.2867729668775224,-0.5955592318406754,0.19500497757438146,0.658400266576713,0.0,22164.96684835043,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,0.069,0.001,0.001,0.001,0.001,0.001,0.001,0.008,0.001,1.8961937668539977,-1.7352991548868575,2.089220470758706,-1.287894198500732,0.072,0.253,0,5.643935273939135,4.663571335859559,3.9230928361208957,-0.3423106658878897,4.607818527810388,0.606,0,0.9923144818973638,-1.645224195768333,0.7512801937198275,0.9001160253971184,0.5763294899458682,1.0,22164.96684835043,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,0.012,0.002,0.001,0.001,0.001,0.001,0.001,0.01,0.396,-0.41349414144382024,-1.9999356942441489,-3.2675869621870186,-2.044462049230024,0.072,0.253,1,0.43670577214065276,-0.05917940201608718,-2.9685069356555225,-5.217628580497123,3.2040260567307355,0.606,0,0.48340595108685197,-1.7028134600742069,-0.2290799240449384,0.43339013572566054,3.3220761398682277,1.0,22164.96684835043,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,0.002,0.002,0.502,0.001,0.001,0.001,0.001,0.332,0.396,-1.3398820467032777,-1.113646631989898,0.7480564561395957,-0.8852896287436569,0.072,0.117,1,-7.985999343676196,-2.385582206089156,1.403831284089748,0.9122503239900975,-4.6635329566205455,0.102,0,0.0001838701683668968,-1.441017453554408,1.4580123192501317,0.60421747414872,-7.128141937530788,0.0,44484.74039302756,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.005,0.001,0.001,0.001,0.001,0.301,0.001,0.016,0.396,0.9747731471654596,0.366892432080204,0.16417705027586144,1.0241831340573713,0.072,0.253,0,-7.985999343676196,2.0071546527859363,-2.9685069356555225,0.07333572333696303,3.455112725728812,0.095,1,0.0001838701683668968,0.515092912216338,-3.256640682350184,0.7459198651114309,2.9718873080251935,1.0,37305.97489290005,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,0.007,0.002,0.001,0.001,0.001,0.301,0.001,0.332,0.001,-0.5603828863589755,-2.8717892917048373,-1.107428004373019,2.772118783740503,0.072,0.253,0,-7.985999343676196,-1.796914443713002,-1.4170046742772584,1.5023897884523099,-2.6898949917207364,0.102,0,0.06830593508159387,-0.17464260010711063,-3.256640682350184,0.5218119309560588,4.643083201836127,0.0,59223.998682607715,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0.002,0.002,0.502,0.001,0.001,0.301,0.136,0.332,0.396,2.9689279268649393,-0.20726875982972284,0.0831497870166905,2.894620275821785,0.074,0.14,1,3.8267071031469695,5.725060088355324,3.7014863535098765,-0.04901076282311537,2.6394261135412282,0.606,1,0.9472332433498427,-2.5794084704128464,0.8327507143030063,0.6453418379389474,5.581866160291911,1.0,33999.150013958395,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0.002,0.002,0.502,0.001,0.001,0.001,0.001,0.332,0.396,-2.6249741737657706,-1.0024605882817577,-0.9727203249036938,-1.5337204517022132,0.074,0.253,0,-7.985999343676196,-4.94606867736609,3.2313841446658547,-0.26955998291895883,-3.3662414337529003,0.606,0,0.03891762798630423,-1.4156938118575593,-0.8810602153389689,0.03972487026198874,2.559760016330036,0.0,41571.586891754356,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0.001,0.001,0.502,0.001,0.001,0.301,0.136,0.332,0.396,-0.06760796056650875,-1.7041766033880454,1.4194004061011716,0.02098191690910778,0.063,0.121,0,3.1290139051789456,0.07126907475273472,-2.9685069356555225,1.0752494221266458,0.909628573676221,0.1,1,0.8721455565541292,-2.5794084704128464,1.2790637718633047,0.3857174471003755,2.0978644754660327,1.0,33506.69466246759,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.001,0.003,0.502,0.001,0.001,0.001,0.001,0.008,0.001,-1.2217076521647443,1.5613179032308506,1.0475425867588875,1.8443231378056928,0.07,0.128,0,3.4636828893564062,-2.939031799307607,1.0198164432363688,-0.1572191720905205,-2.4945108695716494,0.606,0,0.04154373188208906,2.102711837611889,1.189964992585702,0.21776631785144396,-2.023151883939488,0.0,22164.96684835043,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.01,0.002,0.502,0.001,0.001,0.001,0.001,0.332,0.001,0.961774366183153,-0.9551087797339931,0.10099184831126376,1.0483525417087796,0.063,0.121,0,-3.343599273082299,1.9721758144260035,2.5557026822439135,-5.217628580497123,2.504104214612527,0.606,1,0.6295742709904916,-0.9077389410761781,-3.256640682350184,0.5175623515305926,1.4206127266680237,1.0,22164.96684835043,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,0.008,0.014,0.502,0.001,0.001,0.001,0.001,0.332,0.396,-0.8989091039422038,0.13127601947866657,0.3468494896511322,2.4004610305674445,0.07,0.125,1,-2.7611280315895197,-2.4120682514447593,-2.9685069356555225,-5.217628580497123,-7.844176260912319,0.606,0,0.35276065532187517,0.15341546812924975,-3.256640682350184,0.23973727734532296,1.15067707049611,0.0,49983.25867539806,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.069,0.123,0.001,0.001,0.001,0.301,0.136,0.332,0.396,-0.9198365268034259,-0.17183851599047953,-0.8714094439897048,-0.9062701513138482,0.065,0.253,0,-1.3805341267172428,-1.479837561849778,-2.9685069356555225,-0.595359914238949,-0.5670596475740881,0.102,0,0.0001838701683668968,0.038220675537743665,-0.8263447453696784,0.2956860719969076,3.0440294031331776,0.0,67497.64429184924,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0.001,0.002,0.001,0.001,0.001,0.301,0.001,0.011,0.396,-0.812080630970504,-0.7611547283487163,1.0675156392367982,0.6856439278887565,0.07,0.253,0,-7.985999343676196,-1.719440301667864,1.5149160875216083,0.01914089876153441,-0.6381700186683439,0.102,0,0.0001838701683668968,-2.5794084704128464,-3.256640682350184,0.6727457371794352,-1.1907186066306776,0.0,22164.96684835043,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,0.013,0.006,0.502,0.001,0.001,0.001,0.001,0.016,0.396,0.08777843129015706,0.47732635636056114,1.3529163602187406,-0.042585889530903476,0.07,0.117,0,-7.985999343676196,0.42281822091030685,1.4447847310249873,-0.2334728782214803,1.5472434162185378,0.606,1,0.0001838701683668968,0.4530569914208525,-3.256640682350184,0.6921577384112473,1.2450355661663028,1.0,22164.96684835043,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.01,0.002,0.502,0.001,0.001,0.001,0.001,0.012,0.001,2.995192146813761,-1.7558819972763673,0.4516438957510529,-1.5108282778358584,0.07,0.253,0,-7.985999343676196,7.08299431672875,-2.9685069356555225,-0.39486717538072647,3.119723857607248,0.606,1,0.0001838701683668968,-1.5182449244127705,-3.256640682350184,0.9829317146991512,-0.41640986609759834,1.0,22164.96684835043,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,0.003,0.123,0.502,0.001,0.001,0.001,0.001,0.332,0.001,-0.2932547227154315,-2.8717892917048373,0.10486908640179712,-0.899755982803224,0.063,0.253,0,0.9048104439455055,-0.13991053620578175,-2.9685069356555225,-0.3210392034787033,-1.143988248109467,0.606,0,0.0001838701683668968,-1.3401042405759143,1.0853259202452552,0.001013470094522095,1.3109831624568389,0.0,22164.96684835043,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,0.007,0.123,0.001,0.001,0.001,0.001,0.001,0.017,0.001,-2.760416315820616,-2.218254108655124,0.632390662937865,-1.561028039293678,0.076,0.117,0,-3.214118506437524,-5.22805519092952,3.5349960680217034,-5.217628580497123,-2.203517499068826,0.051,0,0.04707147870018797,-1.5710067198214401,0.8459180489019206,0.03757495506902135,0.40099081258826996,0.0,37120.871606703266,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.003,0.002,0.001,0.001,0.001,0.001,0.001,0.019,0.001,0.656203460639147,-2.8717892917048373,0.6448766813240523,0.8097918273664589,0.076,0.121,0,-7.985999343676196,1.388270723536752,4.196321277273194,0.01941383280030509,-0.7527542646192547,0.606,1,0.7867000202396076,0.18302046020459078,-3.256640682350184,0.5996532517512123,3.9367171192214903,1.0,22164.96684835043,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.003,0.001,0.502,0.001,0.001,0.001,0.001,0.013,0.396,-1.2469570718594878,1.7315018071721666,2.0701220178585813,1.9191488524234055,0.07,0.125,1,-3.8757325314654665,-3.0152134439179354,-1.5795747148242105,-0.072424339301444,-4.121842540082023,0.606,0,0.11430807802456033,1.6817531642355736,-3.256640682350184,0.18481473728593673,-7.287861726259381,0.0,22164.96684835043,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0.002,0.003,0.001,0.001,0.001,0.001,0.001,0.011,0.001,-0.7309448849904976,1.450796027670696,0.8316500834537123,0.13029209697270694,0.065,0.117,0,-7.985999343676196,-1.3815935095268763,-2.9685069356555225,-0.8753375769640308,0.27936706842529957,0.606,0,0.0001838701683668968,-2.5794084704128464,-0.3865521761442369,0.38077826353060806,-7.287861726259381,0.0,54122.74122475785,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,0.002,0.123,0.502,0.001,0.001,0.001,0.001,0.009,0.001,0.5587087380473019,-0.07260339624467096,0.730285001998226,0.14496917450032587,0.07,0.128,1,-7.985999343676196,1.3759183149321608,-2.9685069356555225,-5.217628580497123,-7.844176260912319,0.095,1,0.10845896069561611,-1.0573606311813801,0.12729179636753454,0.001013470094522095,3.9541962618913793,1.0,48191.56700348293,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.005,0.001,0.001,0.001,0.001,0.001,0.001,0.009,0.001,0.11493125818958094,-0.11963609334764291,-1.0153910566879718,-0.42624557298219345,0.072,0.14,0,-7.985999343676196,0.5943279948739858,1.7506699248055364,0.7946392117093326,-2.9557121939369835,0.606,1,0.0001838701683668968,-0.6226660981892614,0.7870082760448612,0.001013470094522095,4.583086045363927,1.0,22164.96684835043,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.005,0.001,0.502,0.001,0.001,0.301,0.136,0.332,0.396,-0.4450183091822124,-0.3621908852576733,-3.2675869621870186,2.329717580598092,0.072,0.117,0,-6.70730119893772,-1.4191389312861908,4.332278861057506,1.0134133139404755,-4.833757202630096,0.102,0,0.0001838701683668968,-2.5794084704128464,1.3349949270639085,0.22656235805109576,2.447264723737219,0.0,51729.395502667925,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.012,0.396,1.512194632326083,-1.1532532191579552,0.1655904473318315,-2.1948657473081274,0.056,0.125,0,1.8150324141284544,4.109205757904186,2.009289688325706,-1.7588030910987311,-0.18268976831840167,0.606,1,0.9583623874384327,-2.5794084704128464,-3.256640682350184,0.6067016007639947,3.7512123472573764,1.0,22164.96684835043,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.004,0.003,0.001,0.001,0.001,0.001,0.001,0.016,0.001,2.123718114410471,0.5772032393125462,-0.05848116178620032,-1.6827267296424382,0.072,0.253,1,4.528842757773191,5.267486574858544,0.42410661475589384,-0.10726733365357059,4.567520490463455,0.606,1,0.9655629239447674,0.07260212359140461,-3.256640682350184,0.6972099570238947,3.922048522207093,1.0,22164.96684835043,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,0.001,0.001,0.502,0.001,0.001,0.001,0.001,0.009,0.396,-1.0880569766875943,-2.376143155644504,-1.044150197554971,-0.1443286617608046,0.072,0.121,0,2.759828794601003,-2.0652215127177107,-2.9685069356555225,-1.4802585725642998,1.433352669892069,0.606,0,0.0001838701683668968,-2.5794084704128464,-1.532385746875491,0.3812221252328054,1.105255785057869,0.0,49043.585620120684,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0.007,0.002,0.001,0.001,0.001,0.001,0.001,0.017,0.001,0.5716866557157456,-1.130992438930462,-0.08649893231399611,0.906801029755135,0.065,0.121,0,-7.985999343676196,1.1786108264025483,-2.9685069356555225,-0.6561701356850604,0.29620755336617755,0.095,1,0.1863216071554813,-1.7472892743973099,-0.224903508172355,0.19011527783587412,-7.287861726259381,1.0,22164.96684835043,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,0.005,0.005,0.001,0.001,0.001,0.301,0.001,0.014,0.396,0.5445669500931893,0.570130393859534,0.6087850505299148,0.7668533812999103,0.07,0.253,1,-7.985999343676196,1.161883476541389,4.440033935791573,-0.9417249129909754,-3.3213344517705803,0.095,1,0.0001838701683668968,1.586351734755053,-3.256640682350184,0.34717298542796493,-7.287861726259381,1.0,22164.96684835043,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.003,0.001,0.502,0.001,0.001,0.001,0.001,0.014,0.001,-1.041849105036455,0.07665884444911984,0.3695172511889863,1.0576760656314912,0.179,0.116,0,-5.479557199911442,-2.321424547727068,-2.9685069356555225,-0.2380264010459485,-4.478945191987071,0.102,0,0.6658842337723245,0.34429542742991615,0.13590415874676628,0.41221233132193874,2.018280927491357,0.0,50319.206349999804,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.005,0.001,0.502,0.001,0.001,0.301,0.136,0.332,0.396,-1.460128564790036,-2.8717892917048373,0.6753103412506227,-1.1339476976604566,0.056,0.14,0,-7.985999343676196,-2.5696236909455057,-2.9685069356555225,1.5373344823394446,1.87624111317177,0.606,0,0.6116607313116373,-2.5794084704128464,2.210850018110471,0.11086476088199143,-0.22907130975157886,0.0,22164.96684835043,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.004,0.005,0.001,0.001,0.001,0.301,0.001,0.008,0.396,-0.5389624776428736,0.6771277154658374,-0.9458582107541484,-0.8093376111763627,0.074,0.125,0,-7.985999343676196,-0.6928203514668745,0.20786633683181188,-2.0499410348883265,-1.6136791313317436,0.606,0,0.0001838701683668968,1.3021169488809066,-0.18070083474571713,0.8694162787637183,0.6311915282511207,0.0,22164.96684835043,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,0.013,0.123,0.001,0.001,0.001,0.301,0.001,0.332,0.396,-1.2472171113368977,-2.8717892917048373,-0.31604106997214887,1.8932669458344986,0.072,0.125,0,-7.985999343676196,-3.0081229416101323,-2.9685069356555225,-0.1352743013005443,-3.8078916316040994,0.606,0,0.09575934286307086,-0.2701970227927744,-3.256640682350184,0.6009811022989039,-7.287861726259381,0.0,22164.96684835043,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.008,0.001,-0.5200528759294801,-1.5174960410581182,1.3654562491538937,0.5697455537949618,0.074,0.253,0,-5.064664428003049,-1.0598055849269172,3.938034862953983,-0.2782031623526829,-3.5933170784600277,0.606,0,0.0001838701683668968,-2.5794084704128464,-0.20831016136376887,0.6958563216445229,0.2836196404411706,0.0,22164.96684835043,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,0.069,0.001,0.001,0.001,0.001,0.301,0.136,0.332,0.396,1.180678340493937,-0.04361472829768579,1.043652043980894,-1.2362469774398837,0.072,0.125,1,8.008845688160973,3.11600406435852,-2.9685069356555225,0.09188739243698599,2.0555897204875913,0.606,1,0.0001838701683668968,-0.15246139722234167,0.18644292259768705,0.5923245713562567,-7.287861726259381,1.0,53803.54603873222,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
